id,timestamp,waterLevel,temperature,humidity,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
1,2017-11-20 13:35:13.961670,4,10,9,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:13.8920000Z
2,2017-11-20 13:35:14.077960,31,15,12,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:13.6560000Z
3,2017-11-20 13:35:14.146887,101,20,22,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:13.5960000Z
4,2017-11-20 13:35:14.212941,238,35,34,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:13.9620000Z
5,2017-11-20 13:35:14.290784,4,12,10,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:14.2200000Z
6,2017-11-20 13:35:14.362288,7,11,10,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:13.9530000Z
7,2017-11-20 13:35:14.434083,4,15,15,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:13.8780000Z
8,2017-11-20 13:35:14.508466,22,19,16,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:14.2590000Z
9,2017-11-20 13:35:14.579640,62,29,27,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:14.5010000Z
10,2017-11-20 13:35:14.657423,53,10,9,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:14.2340000Z
1,2017-11-20 13:35:19.725750,4,10,7,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:19.1760000Z
2,2017-11-20 13:35:19.800271,27,18,18,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:19.5590000Z
3,2017-11-20 13:35:19.871424,110,17,18,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:19.8000000Z
4,2017-11-20 13:35:19.944753,280,29,34,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:19.5320000Z
5,2017-11-20 13:35:20.068641,4,10,8,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:19.5200000Z
6,2017-11-20 13:35:20.147491,7,13,14,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:19.9030000Z
7,2017-11-20 13:35:20.221791,4,16,14,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:20.1440000Z
8,2017-11-20 13:35:20.305505,26,20,17,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:19.8920000Z
9,2017-11-20 13:35:20.376260,52,28,23,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:19.8170000Z
10,2017-11-20 13:35:20.450356,60,11,10,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:20.2000000Z
1,2017-11-20 13:35:25.522220,4,10,8,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:25.4480000Z
2,2017-11-20 13:35:25.591403,27,21,24,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:25.1810000Z
3,2017-11-20 13:35:25.662594,108,20,17,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:25.1160000Z
4,2017-11-20 13:35:25.739853,276,26,28,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:25.5030000Z
5,2017-11-20 13:35:25.817074,4,10,10,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:25.7440000Z
6,2017-11-20 13:35:25.889085,7,15,15,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:25.4780000Z
7,2017-11-20 13:35:25.957217,4,17,16,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:25.3970000Z
8,2017-11-20 13:35:26.026404,25,22,24,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:25.7840000Z
9,2017-11-20 13:35:26.096590,42,32,31,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:26.0260000Z
10,2017-11-20 13:35:26.166833,64,12,14,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:25.7430000Z
1,2017-11-20 13:35:31.237572,4,10,11,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:30.6890000Z
2,2017-11-20 13:35:31.318734,31,22,26,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:31.0740000Z
3,2017-11-20 13:35:31.401219,126,23,26,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:31.3250000Z
4,2017-11-20 13:35:31.476009,282,24,24,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:31.0630000Z
5,2017-11-20 13:35:31.619992,4,10,8,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:31.0640000Z
6,2017-11-20 13:35:31.698219,6,12,10,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:31.4490000Z
7,2017-11-20 13:35:31.788459,4,16,17,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:31.7150000Z
8,2017-11-20 13:35:31.867393,24,22,18,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:31.4540000Z
9,2017-11-20 13:35:31.936105,45,27,30,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:31.3770000Z
10,2017-11-20 13:35:32.008307,55,13,13,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:31.7620000Z
1,2017-11-20 13:35:37.081803,4,12,12,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:37.0000000Z
2,2017-11-20 13:35:37.153995,37,19,24,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:36.7400000Z
3,2017-11-20 13:35:37.245066,116,26,25,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:36.7050000Z
4,2017-11-20 13:35:37.324169,265,27,31,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:37.0940000Z
5,2017-11-20 13:35:37.407337,4,10,8,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:37.3440000Z
6,2017-11-20 13:35:37.478782,5,13,14,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:37.0680000Z
7,2017-11-20 13:35:37.542100,4,14,12,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:36.9870000Z
8,2017-11-20 13:35:37.617410,27,25,26,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:37.3750000Z
9,2017-11-20 13:35:37.725538,47,29,30,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:37.6560000Z
10,2017-11-20 13:35:37.802192,44,13,12,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:37.3960000Z
1,2017-11-20 13:35:42.879017,4,12,14,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:42.3340000Z
2,2017-11-20 13:35:42.958029,36,21,23,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:42.7220000Z
3,2017-11-20 13:35:43.037888,114,23,25,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:42.9700000Z
4,2017-11-20 13:35:43.114516,292,30,30,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:42.6950000Z
5,2017-11-20 13:35:43.207270,4,10,10,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:42.6620000Z
6,2017-11-20 13:35:43.287484,4,12,13,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:43.0510000Z
7,2017-11-20 13:35:43.368104,4,14,13,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:43.2990000Z
8,2017-11-20 13:35:43.447321,25,23,23,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:43.0380000Z
9,2017-11-20 13:35:43.601881,55,27,32,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:43.0530000Z
10,2017-11-20 13:35:43.674112,46,11,11,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:43.4260000Z
1,2017-11-20 13:35:48.743217,4,12,14,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:48.6740000Z
2,2017-11-20 13:35:48.820189,30,25,25,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:48.4010000Z
3,2017-11-20 13:35:48.891631,94,22,23,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:48.3450000Z
4,2017-11-20 13:35:49.023441,311,28,33,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:48.7790000Z
5,2017-11-20 13:35:49.098639,4,10,10,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:49.0180000Z
6,2017-11-20 13:35:49.181861,4,10,8,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:48.7610000Z
7,2017-11-20 13:35:49.250654,4,13,13,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:48.7030000Z
8,2017-11-20 13:35:49.320843,24,20,22,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:49.0760000Z
9,2017-11-20 13:35:49.398047,60,24,27,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:49.3300000Z
10,2017-11-20 13:35:49.505333,52,10,8,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:49.0890000Z
1,2017-11-20 13:35:54.573949,4,10,11,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:54.0250000Z
2,2017-11-20 13:35:54.642129,35,26,29,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:54.4080000Z
3,2017-11-20 13:35:54.722344,111,25,24,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:54.6460000Z
4,2017-11-20 13:35:54.793534,266,27,21,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:54.3760000Z
5,2017-11-20 13:35:55.289450,4,12,11,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:54.7440000Z
6,2017-11-20 13:35:55.390075,4,10,10,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:55.1580000Z
7,2017-11-20 13:35:55.469317,4,12,14,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:35:55.3960000Z
8,2017-11-20 13:35:55.541500,26,18,15,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:35:55.1260000Z
9,2017-11-20 13:35:55.711896,65,23,19,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:35:55.1650000Z
10,2017-11-20 13:35:55.786152,60,10,8,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:35:55.5490000Z
1,2017-11-20 13:36:00.856241,4,10,9,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:36:00.7880000Z
2,2017-11-20 13:36:00.936473,39,30,31,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:36:00.5220000Z
3,2017-11-20 13:36:01.035703,89,20,20,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:36:00.4950000Z
4,2017-11-20 13:36:01.132783,317,29,33,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:00.8940000Z
5,2017-11-20 13:36:01.205279,4,13,11,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:36:01.1310000Z
6,2017-11-20 13:36:01.283486,4,10,9,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:36:00.8650000Z
7,2017-11-20 13:36:01.352014,4,11,9,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:36:00.7920000Z
8,2017-11-20 13:36:01.432882,30,15,15,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:01.1920000Z
9,2017-11-20 13:36:01.509371,69,23,26,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:36:01.4290000Z
10,2017-11-20 13:36:01.579405,61,11,12,2017-11-21T10:46:25.3275878Z,1,2017-11-20T13:36:01.1620000Z
1,2017-11-20 13:36:06.697302,4,12,11,2017-11-21T10:46:25.7031153Z,2,2017-11-20T13:36:06.1520000Z
2,2017-11-20 13:36:06.793752,33,24,19,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:06.5520000Z
3,2017-11-20 13:36:06.862130,106,19,17,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:36:06.7920000Z
4,2017-11-20 13:36:06.930809,316,28,25,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:06.5060000Z
5,2017-11-20 13:36:07.010413,4,15,13,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:06.4640000Z
6,2017-11-20 13:36:07.084814,4,10,9,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:06.8490000Z
7,2017-11-20 13:36:07.151097,4,12,13,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:36:07.0730000Z
8,2017-11-20 13:36:07.222110,33,14,11,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:06.8030000Z
9,2017-11-20 13:36:07.642787,67,25,22,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:07.0890000Z
10,2017-11-20 13:36:07.705354,72,10,11,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:07.4580000Z
1,2017-11-20 13:36:12.770278,4,10,10,2017-11-21T10:46:24.9212433Z,0,2017-11-20T13:36:12.7000000Z
2,2017-11-20 13:36:13.038446,34,21,22,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:12.6160000Z
3,2017-11-20 13:36:13.115083,109,20,23,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:12.5750000Z
4,2017-11-20 13:36:13.208802,258,25,24,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:12.9620000Z
5,2017-11-20 13:36:13.285995,4,13,14,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:13.2160000Z
6,2017-11-20 13:36:13.357936,4,10,9,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:12.9600000Z
7,2017-11-20 13:36:13.459004,4,12,14,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:12.9190000Z
8,2017-11-20 13:36:13.547227,31,13,12,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:13.3060000Z
9,2017-11-20 13:36:13.614342,66,22,21,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:13.5440000Z
10,2017-11-20 13:36:13.690527,83,12,10,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:13.2720000Z
1,2017-11-20 13:36:18.782258,4,10,7,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:18.2400000Z
2,2017-11-20 13:36:18.848551,31,19,19,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:18.6030000Z
3,2017-11-20 13:36:18.929849,111,16,18,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:18.8630000Z
4,2017-11-20 13:36:19.017204,218,26,28,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:18.6030000Z
5,2017-11-20 13:36:19.110574,4,12,14,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:18.5840000Z
6,2017-11-20 13:36:19.202946,4,11,12,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:18.9630000Z
7,2017-11-20 13:36:19.305169,4,12,12,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:19.2380000Z
8,2017-11-20 13:36:19.392327,31,14,16,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:18.9780000Z
9,2017-11-20 13:36:19.463913,65,23,19,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:18.9120000Z
10,2017-11-20 13:36:19.539823,97,11,9,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:19.2910000Z
1,2017-11-20 13:36:24.607638,4,10,11,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:24.5410000Z
2,2017-11-20 13:36:24.688588,29,19,21,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:24.2740000Z
3,2017-11-20 13:36:24.772356,103,14,12,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:24.2260000Z
4,2017-11-20 13:36:24.845209,194,23,18,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:24.6050000Z
5,2017-11-20 13:36:24.918055,4,11,11,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:24.8530000Z
6,2017-11-20 13:36:25.003142,4,11,11,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:24.5860000Z
7,2017-11-20 13:36:25.071407,4,14,16,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:24.5300000Z
8,2017-11-20 13:36:25.141809,30,13,14,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:24.9020000Z
9,2017-11-20 13:36:25.218880,70,21,20,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:25.1520000Z
10,2017-11-20 13:36:25.304740,115,13,12,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:24.8830000Z
1,2017-11-20 13:36:30.377263,4,11,9,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:29.8300000Z
2,2017-11-20 13:36:30.455228,25,18,17,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:30.2160000Z
3,2017-11-20 13:36:30.548499,97,16,15,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:30.4710000Z
4,2017-11-20 13:36:30.626162,214,27,24,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:30.2160000Z
5,2017-11-20 13:36:30.719041,4,11,13,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:30.1740000Z
6,2017-11-20 13:36:30.796246,4,13,11,2017-11-21T10:46:26.0618467Z,3,2017-11-20T13:36:30.5600000Z
7,2017-11-20 13:36:30.879994,4,14,14,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:30.8150000Z
8,2017-11-20 13:36:30.966767,27,11,12,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:30.5600000Z
9,2017-11-20 13:36:31.110147,81,17,14,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:30.5640000Z
10,2017-11-20 13:36:31.188801,92,13,11,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:30.9510000Z
1,2017-11-20 13:36:36.270653,4,10,9,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:36.1940000Z
2,2017-11-20 13:36:36.350593,22,17,18,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:35.9350000Z
3,2017-11-20 13:36:36.482762,90,17,16,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:35.9410000Z
4,2017-11-20 13:36:36.554311,237,26,22,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:36.3100000Z
5,2017-11-20 13:36:36.631471,4,12,12,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:36.5690000Z
6,2017-11-20 13:36:36.717093,4,13,11,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:36.3100000Z
7,2017-11-20 13:36:36.797285,4,15,15,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:36.2540000Z
8,2017-11-20 13:36:36.873210,26,13,11,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:36.6380000Z
9,2017-11-20 13:36:36.958547,70,19,18,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:36.8970000Z
10,2017-11-20 13:36:37.041402,77,12,12,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:36.6220000Z
1,2017-11-20 13:36:42.118712,4,10,11,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:41.5830000Z
2,2017-11-20 13:36:42.186845,26,17,18,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:41.9520000Z
3,2017-11-20 13:36:42.271088,81,16,14,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:42.1960000Z
4,2017-11-20 13:36:42.368466,258,21,19,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:41.9510000Z
5,2017-11-20 13:36:42.487744,4,10,9,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:41.9430000Z
6,2017-11-20 13:36:42.560176,4,14,12,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:42.3110000Z
7,2017-11-20 13:36:42.635372,4,16,18,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:42.5710000Z
8,2017-11-20 13:36:42.709658,28,14,14,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:42.2950000Z
9,2017-11-20 13:36:42.985902,81,17,14,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:42.4510000Z
10,2017-11-20 13:36:43.076325,65,12,11,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:42.8270000Z
1,2017-11-20 13:36:48.156776,4,10,6,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:48.0900000Z
2,2017-11-20 13:36:48.242834,25,19,16,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:47.8310000Z
3,2017-11-20 13:36:48.379990,72,14,12,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:47.8500000Z
4,2017-11-20 13:36:48.466647,230,22,22,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:48.2240000Z
5,2017-11-20 13:36:48.555890,4,10,9,2017-11-21T10:46:24.9368681Z,0,2017-11-20T13:36:48.4800000Z
6,2017-11-20 13:36:48.639431,4,14,14,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:48.2370000Z
7,2017-11-20 13:36:48.723702,4,19,19,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:48.1780000Z
8,2017-11-20 13:36:48.808492,23,12,12,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:48.5680000Z
9,2017-11-20 13:36:48.889594,95,18,18,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:36:48.8240000Z
10,2017-11-20 13:36:48.970429,52,10,8,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:48.5500000Z
1,2017-11-20 13:36:54.054119,4,12,13,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:53.5110000Z
2,2017-11-20 13:36:54.134690,30,17,18,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:53.8980000Z
3,2017-11-20 13:36:54.210921,76,15,13,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:36:54.1380000Z
4,2017-11-20 13:36:54.292134,235,23,23,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:53.8710000Z
5,2017-11-20 13:36:54.388602,4,11,11,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:53.8400000Z
6,2017-11-20 13:36:54.465035,4,14,12,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:54.2260000Z
7,2017-11-20 13:36:54.552176,4,20,19,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:36:54.4820000Z
8,2017-11-20 13:36:54.623266,25,13,14,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:54.1990000Z
9,2017-11-20 13:36:54.706373,108,19,22,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:54.1680000Z
10,2017-11-20 13:36:54.790477,57,10,9,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:54.5560000Z
1,2017-11-20 13:36:59.870823,4,13,13,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:36:59.7960000Z
2,2017-11-20 13:36:59.953452,25,15,12,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:59.5460000Z
3,2017-11-20 13:37:00.027429,82,15,17,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:59.4880000Z
4,2017-11-20 13:37:00.105488,203,26,28,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:36:59.8580000Z
5,2017-11-20 13:37:00.178730,4,13,14,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:37:00.1090000Z
6,2017-11-20 13:37:00.280144,4,16,18,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:36:59.8740000Z
7,2017-11-20 13:37:00.370814,4,21,24,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:36:59.8320000Z
8,2017-11-20 13:37:00.443289,21,11,11,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:37:00.2020000Z
9,2017-11-20 13:37:00.519699,109,17,13,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:37:00.4530000Z
10,2017-11-20 13:37:00.608057,58,10,9,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:37:00.1860000Z
1,2017-11-20 13:37:05.722635,4,11,12,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:37:05.1770000Z
2,2017-11-20 13:37:05.788807,24,16,14,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:37:05.5480000Z
3,2017-11-20 13:37:05.854912,68,17,15,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:37:05.7830000Z
4,2017-11-20 13:37:05.929013,234,27,25,2017-11-21T10:46:25.3431076Z,1,2017-11-20T13:37:05.5040000Z
5,2017-11-20 13:37:06.015610,4,13,14,2017-11-21T10:46:25.7181050Z,2,2017-11-20T13:37:05.4740000Z
6,2017-11-20 13:37:06.093945,4,13,14,2017-11-21T10:46:26.0774694Z,3,2017-11-20T13:37:05.8450000Z
7,2017-11-20 13:37:06.171071,4,19,23,2017-11-21T10:46:24.9681195Z,0,2017-11-20T13:37:06.0950000Z
