id,timestamp,waterLevel,temperature,humidity,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
8,2017-11-20 12:24:54.358366,60,17,16,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:24:54.1270000Z
9,2017-11-20 12:24:54.432729,98,22,24,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:24:54.3500000Z
10,2017-11-20 12:24:54.505646,99,21,19,2017-11-20T12:26:26.1603324Z,1,2017-11-20T12:24:54.1180000Z
1,2017-11-20 12:24:59.574185,12,16,17,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:24:58.7420000Z
2,2017-11-20 12:24:59.640909,23,23,25,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:24:59.3990000Z
3,2017-11-20 12:24:59.721642,25,25,30,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:24:59.6330000Z
4,2017-11-20 12:24:59.790826,33,15,16,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:24:59.4010000Z
5,2017-11-20 12:24:59.896107,32,25,21,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:24:59.0550000Z
6,2017-11-20 12:24:59.971307,32,19,21,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:24:59.7270000Z
7,2017-11-20 12:25:00.046508,58,23,26,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:24:59.9620000Z
8,2017-11-20 12:25:00.124302,56,19,21,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:24:59.7440000Z
9,2017-11-20 12:25:00.227578,99,18,16,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:24:59.3990000Z
10,2017-11-20 12:25:00.306231,110,24,26,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:00.0710000Z
1,2017-11-20 12:25:05.392526,13,17,16,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:25:05.3100000Z
2,2017-11-20 12:25:05.465939,23,20,25,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:05.0850000Z
3,2017-11-20 12:25:05.552205,20,30,25,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:04.7120000Z
4,2017-11-20 12:25:05.621066,32,18,20,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:05.3830000Z
5,2017-11-20 12:25:05.695266,32,22,22,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:25:05.6070000Z
6,2017-11-20 12:25:05.770409,28,22,24,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:05.3820000Z
7,2017-11-20 12:25:06.000165,47,19,23,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:05.1650000Z
8,2017-11-20 12:25:06.089979,58,22,18,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:05.8520000Z
9,2017-11-20 12:25:06.163668,101,20,23,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:25:06.0760000Z
10,2017-11-20 12:25:06.237903,127,27,24,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:05.8510000Z
1,2017-11-20 12:25:11.534165,15,15,13,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:10.6900000Z
2,2017-11-20 12:25:11.604354,23,22,27,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:11.3540000Z
3,2017-11-20 12:25:11.685568,24,33,30,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:25:11.5960000Z
4,2017-11-20 12:25:11.765781,35,15,17,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:11.3820000Z
5,2017-11-20 12:25:11.841434,36,22,23,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:11.0030000Z
6,2017-11-20 12:25:11.912424,26,26,25,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:11.6660000Z
7,2017-11-20 12:25:11.985600,48,19,19,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:25:11.9080000Z
8,2017-11-20 12:25:12.055263,55,18,18,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:11.6640000Z
9,2017-11-20 12:25:12.145347,108,20,18,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:11.3160000Z
10,2017-11-20 12:25:12.226462,131,29,29,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:11.9870000Z
1,2017-11-20 12:25:17.302484,13,17,18,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:25:17.2210000Z
2,2017-11-20 12:25:17.368698,26,18,18,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:16.9920000Z
3,2017-11-20 12:25:17.437844,25,35,36,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:16.5970000Z
4,2017-11-20 12:25:17.507030,42,15,12,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:17.2610000Z
5,2017-11-20 12:25:17.586242,38,24,24,2017-11-20T12:26:27.9383579Z,0,2017-11-20T12:25:17.5020000Z
6,2017-11-20 12:25:17.655426,21,28,32,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:17.2730000Z
7,2017-11-20 12:25:17.736640,40,18,21,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:16.8940000Z
8,2017-11-20 12:25:17.813844,44,19,20,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:17.5730000Z
9,2017-11-20 12:25:17.877013,110,23,20,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:17.7990000Z
10,2017-11-20 12:25:17.958229,112,28,30,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:17.5850000Z
1,2017-11-20 12:25:23.066129,12,15,14,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:22.2220000Z
2,2017-11-20 12:25:23.139754,31,21,24,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:22.9030000Z
3,2017-11-20 12:25:23.215393,28,28,24,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:23.1300000Z
4,2017-11-20 12:25:23.316549,37,14,12,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:22.9290000Z
5,2017-11-20 12:25:23.409046,37,26,25,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:22.5660000Z
6,2017-11-20 12:25:23.484470,23,24,22,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:23.2460000Z
7,2017-11-20 12:25:23.556566,38,20,17,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:23.4740000Z
8,2017-11-20 12:25:23.663969,49,18,18,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:23.2730000Z
9,2017-11-20 12:25:23.741174,101,21,23,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:22.9100000Z
10,2017-11-20 12:25:23.813368,127,26,20,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:23.5740000Z
1,2017-11-20 12:25:28.885579,12,13,11,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:28.8050000Z
2,2017-11-20 12:25:28.969127,37,17,13,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:28.5860000Z
3,2017-11-20 12:25:29.039506,31,23,22,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:28.2070000Z
4,2017-11-20 12:25:29.111122,31,16,14,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:28.8710000Z
5,2017-11-20 12:25:29.182675,31,23,27,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:29.1020000Z
6,2017-11-20 12:25:29.271122,27,26,30,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:28.8830000Z
7,2017-11-20 12:25:29.351335,42,22,23,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:28.5200000Z
8,2017-11-20 12:25:29.423523,43,20,18,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:29.1840000Z
9,2017-11-20 12:25:29.494780,103,23,22,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:29.4160000Z
10,2017-11-20 12:25:29.568610,107,30,27,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:29.1800000Z
1,2017-11-20 12:25:34.636468,11,14,13,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:33.8010000Z
2,2017-11-20 12:25:34.707275,30,18,16,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:34.4580000Z
3,2017-11-20 12:25:34.776762,31,23,22,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:34.7010000Z
4,2017-11-20 12:25:34.875028,30,18,16,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:34.4980000Z
5,2017-11-20 12:25:34.973287,29,23,28,2017-11-20T12:26:26.2664617Z,2,2017-11-20T12:25:34.1450000Z
6,2017-11-20 12:25:35.041434,26,24,21,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:34.8050000Z
7,2017-11-20 12:25:35.115096,50,25,21,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:35.0300000Z
8,2017-11-20 12:25:35.231638,35,17,14,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:34.8410000Z
9,2017-11-20 12:25:35.295976,94,19,16,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:34.4570000Z
10,2017-11-20 12:25:35.364987,119,24,22,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:35.1170000Z
1,2017-11-20 12:25:40.440907,10,13,14,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:40.3610000Z
2,2017-11-20 12:25:40.564862,28,19,22,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:40.1860000Z
3,2017-11-20 12:25:40.641964,29,27,30,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:39.8020000Z
4,2017-11-20 12:25:40.713919,34,15,16,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:40.4780000Z
5,2017-11-20 12:25:40.786111,29,22,26,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:40.7050000Z
6,2017-11-20 12:25:40.888400,28,23,21,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:40.4980000Z
7,2017-11-20 12:25:40.956635,40,23,21,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:40.1140000Z
8,2017-11-20 12:25:41.031392,31,15,13,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:40.7900000Z
9,2017-11-20 12:25:41.107367,100,22,25,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:41.0180000Z
10,2017-11-20 12:25:41.232664,119,23,22,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:40.8420000Z
1,2017-11-20 12:25:46.297348,9,13,11,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:45.4600000Z
2,2017-11-20 12:25:46.371415,31,17,15,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:46.1340000Z
3,2017-11-20 12:25:46.445008,31,30,33,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:46.3660000Z
4,2017-11-20 12:25:46.571673,34,15,13,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:46.1870000Z
5,2017-11-20 12:25:46.648232,26,24,29,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:45.8190000Z
6,2017-11-20 12:25:46.720312,27,25,21,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:46.4780000Z
7,2017-11-20 12:25:46.794511,44,27,25,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:46.7100000Z
8,2017-11-20 12:25:46.865672,35,12,14,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:46.4840000Z
9,2017-11-20 12:25:46.940810,93,25,28,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:46.1010000Z
10,2017-11-20 12:25:47.011995,133,26,27,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:46.7750000Z
1,2017-11-20 12:25:52.085208,10,15,16,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:51.9990000Z
2,2017-11-20 12:25:52.172805,28,19,17,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:51.7820000Z
3,2017-11-20 12:25:52.240045,35,30,32,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:51.3980000Z
4,2017-11-20 12:25:52.314959,40,14,15,2017-11-20T12:26:26.3760395Z,3,2017-11-20T12:25:52.0670000Z
5,2017-11-20 12:25:52.383868,28,28,31,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:52.2950000Z
6,2017-11-20 12:25:52.468316,23,21,21,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:52.0790000Z
7,2017-11-20 12:25:52.533755,41,29,31,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:51.6950000Z
8,2017-11-20 12:25:52.596251,32,12,13,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:25:52.3480000Z
9,2017-11-20 12:25:52.675344,100,20,24,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:52.5920000Z
10,2017-11-20 12:25:52.769305,142,22,18,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:52.3770000Z
1,2017-11-20 12:25:57.836775,11,15,14,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:56.9920000Z
2,2017-11-20 12:25:57.905959,33,19,19,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:25:57.6610000Z
3,2017-11-20 12:25:57.983165,38,34,36,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:57.9070000Z
4,2017-11-20 12:25:58.082613,40,14,11,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:57.7090000Z
5,2017-11-20 12:25:58.215026,32,28,25,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:57.3830000Z
6,2017-11-20 12:25:58.297696,23,17,19,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:25:58.0510000Z
7,2017-11-20 12:25:58.374960,41,34,37,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:25:58.2980000Z
8,2017-11-20 12:25:58.473663,30,10,9,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:25:58.0850000Z
9,2017-11-20 12:25:58.557542,96,19,21,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:25:57.7260000Z
10,2017-11-20 12:25:58.629530,122,21,21,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:25:58.3790000Z
1,2017-11-20 12:26:03.704996,11,17,19,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:26:03.6130000Z
2,2017-11-20 12:26:03.768666,28,20,18,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:03.3820000Z
3,2017-11-20 12:26:03.845564,39,35,33,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:03.0170000Z
4,2017-11-20 12:26:03.921994,48,12,12,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:03.6770000Z
5,2017-11-20 12:26:04.002208,27,30,32,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:26:03.9260000Z
6,2017-11-20 12:26:04.068333,24,17,15,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:03.6790000Z
7,2017-11-20 12:26:04.134873,38,35,33,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:03.2980000Z
8,2017-11-20 12:26:04.205404,36,10,8,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:03.9740000Z
9,2017-11-20 12:26:04.282942,98,22,23,2017-11-20T12:26:27.9547536Z,0,2017-11-20T12:26:04.2070000Z
10,2017-11-20 12:26:04.368316,101,20,19,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:03.9760000Z
1,2017-11-20 12:26:09.503767,9,19,21,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:08.6740000Z
2,2017-11-20 12:26:09.599595,28,16,14,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:09.3640000Z
3,2017-11-20 12:26:09.667775,43,28,33,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:09.5830000Z
4,2017-11-20 12:26:09.767552,49,12,13,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:09.3820000Z
5,2017-11-20 12:26:09.841272,27,32,30,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:09.0030000Z
6,2017-11-20 12:26:09.921394,21,19,21,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:09.6770000Z
7,2017-11-20 12:26:09.989294,36,34,32,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:09.9120000Z
8,2017-11-20 12:26:10.077587,37,12,12,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:09.6950000Z
9,2017-11-20 12:26:10.149774,85,18,21,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:09.3160000Z
10,2017-11-20 12:26:10.223989,89,16,13,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:09.9890000Z
1,2017-11-20 12:26:15.304141,10,21,18,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:15.2270000Z
2,2017-11-20 12:26:15.370318,27,14,14,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:14.9930000Z
3,2017-11-20 12:26:15.469098,37,31,34,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:14.6290000Z
4,2017-11-20 12:26:15.539312,56,11,13,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:15.3020000Z
5,2017-11-20 12:26:15.629907,28,35,32,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:15.5550000Z
6,2017-11-20 12:26:15.759418,23,19,15,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:15.3680000Z
7,2017-11-20 12:26:15.859517,30,29,35,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:15.0350000Z
8,2017-11-20 12:26:15.949670,44,11,9,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:15.7090000Z
9,2017-11-20 12:26:16.035875,80,21,25,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:15.9630000Z
10,2017-11-20 12:26:16.177843,94,18,18,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:15.7900000Z
1,2017-11-20 12:26:21.261521,8,24,22,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:20.4230000Z
2,2017-11-20 12:26:21.321430,24,13,12,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:21.0910000Z
3,2017-11-20 12:26:21.401332,30,35,39,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:21.3240000Z
4,2017-11-20 12:26:21.465390,47,10,9,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:21.0880000Z
5,2017-11-20 12:26:21.685572,27,35,31,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:20.8450000Z
6,2017-11-20 12:26:21.748238,27,18,17,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:21.5130000Z
7,2017-11-20 12:26:21.826243,30,34,38,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:21.7620000Z
8,2017-11-20 12:26:21.982510,41,10,9,2017-11-20T12:26:26.1727110Z,1,2017-11-20T12:26:21.6040000Z
9,2017-11-20 12:26:22.138188,95,19,21,2017-11-20T12:26:26.2977392Z,2,2017-11-20T12:26:21.3140000Z
10,2017-11-20 12:26:22.231757,98,16,18,2017-11-20T12:26:26.3914657Z,3,2017-11-20T12:26:21.9980000Z
1,2017-11-20 12:26:27.302835,9,25,24,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:27.3170000Z
2,2017-11-20 12:26:27.544010,23,15,14,2017-11-20T12:26:27.2195992Z,1,2017-11-20T12:26:27.1690000Z
3,2017-11-20 12:26:27.702642,34,29,29,2017-11-20T12:26:27.4567400Z,2,2017-11-20T12:26:26.8780000Z
4,2017-11-20 12:26:27.780941,44,10,10,2017-11-20T12:26:27.4567400Z,3,2017-11-20T12:26:27.5450000Z
5,2017-11-20 12:26:27.858984,30,34,32,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:27.7700000Z
6,2017-11-20 12:26:27.968298,23,18,17,2017-11-20T12:26:27.6930566Z,1,2017-11-20T12:26:27.5900000Z
7,2017-11-20 12:26:28.046583,29,35,28,2017-11-20T12:26:27.9696094Z,2,2017-11-20T12:26:27.2220000Z
8,2017-11-20 12:26:28.124745,33,12,13,2017-11-20T12:26:27.9696094Z,3,2017-11-20T12:26:27.8880000Z
9,2017-11-20 12:26:28.202859,79,16,17,2017-11-20T12:26:27.9696094Z,0,2017-11-20T12:26:28.1310000Z
10,2017-11-20 12:26:28.359389,79,15,15,2017-11-20T12:26:28.5321143Z,1,2017-11-20T12:26:27.9810000Z
1,2017-11-20 12:26:33.438240,10,26,25,2017-11-20T12:26:33.0790496Z,2,2017-11-20T12:26:32.6000000Z
2,2017-11-20 12:26:33.510582,22,16,18,2017-11-20T12:26:33.2040570Z,3,2017-11-20T12:26:33.2670000Z
3,2017-11-20 12:26:33.573257,35,31,35,2017-11-20T12:26:33.3290517Z,0,2017-11-20T12:26:33.5070000Z
4,2017-11-20 12:26:33.667001,44,10,11,2017-11-20T12:26:33.4540614Z,1,2017-11-20T12:26:33.2960000Z
5,2017-11-20 12:26:33.789400,30,35,39,2017-11-20T12:26:33.4540614Z,2,2017-11-20T12:26:32.9600000Z
6,2017-11-20 12:26:33.851939,20,21,18,2017-11-20T12:26:33.5666066Z,3,2017-11-20T12:26:33.6110000Z
7,2017-11-20 12:26:33.914473,24,31,28,2017-11-20T12:26:33.6884473Z,0,2017-11-20T12:26:33.8510000Z
8,2017-11-20 12:26:34.070678,27,12,13,2017-11-20T12:26:33.7040631Z,1,2017-11-20T12:26:33.6870000Z
9,2017-11-20 12:26:34.133218,84,16,15,2017-11-20T12:26:34.9541084Z,2,2017-11-20T12:26:33.3030000Z
10,2017-11-20 12:26:34.211320,87,16,15,2017-11-20T12:26:34.9541084Z,3,2017-11-20T12:26:33.9860000Z
1,2017-11-20 12:26:39.299966,10,29,26,2017-11-20T12:26:39.0322555Z,0,2017-11-20T12:26:39.2150000Z
2,2017-11-20 12:26:39.369212,22,17,20,2017-11-20T12:26:39.0322555Z,1,2017-11-20T12:26:38.9830000Z
