"sql",2012,12,25904735
"php",2012,12,16820511
"c++",2012,12,8350767
"ruby-on-rails",2012,12,4453760
"azure",2012,12,579960
"aws",2012,12,22024
"javascript",2012,11,49231045
".net",2012,11,44656260
"java",2012,11,31655378
"sql",2012,11,29800351
"php",2012,11,18220205
"c++",2012,11,10015822
"ruby-on-rails",2012,11,5458789
"azure",2012,11,646006
"aws",2012,11,4906
".net",2012,10,51486205
"javascript",2012,10,49074512
"java",2012,10,36009085
"sql",2012,10,28633888
"php",2012,10,18614180
"c++",2012,10,11454685
"ruby-on-rails",2012,10,5650466
"azure",2012,10,717400
"aws",2012,10,1408
".net",2012,9,49246445
"javascript",2012,9,48214797
"java",2012,9,31244592
"sql",2012,9,29689508
"php",2012,9,18113642
"c++",2012,9,9191933
"ruby-on-rails",2012,9,4952641
"azure",2012,9,567771
"aws",2012,9,6889
"javascript",2012,8,55707717
".net",2012,8,53081162
"java",2012,8,35627498
"sql",2012,8,34089025
"php",2012,8,20456391
"c++",2012,8,9754267
"ruby-on-rails",2012,8,5787639
"azure",2012,8,612640
"javascript",2012,7,56881398
".net",2012,7,52646597
"java",2012,7,34672502
"sql",2012,7,32704132
"php",2012,7,21741477
"c++",2012,7,10215931
"ruby-on-rails",2012,7,6548544
"azure",2012,7,579553
"aws",2012,7,646
"javascript",2012,6,60943392
".net",2012,6,55156423
"java",2012,6,35338484
"sql",2012,6,34777177
"php",2012,6,19246353
"c++",2012,6,10018217
"ruby-on-rails",2012,6,6226032
"azure",2012,6,980935
"aws",2012,6,711
"javascript",2012,5,67029594
".net",2012,5,57994900
"java",2012,5,38785186
"sql",2012,5,38217135
"php",2012,5,22146779
"c++",2012,5,10566563
"ruby-on-rails",2012,5,7373255
"azure",2012,5,507615
"aws",2012,5,4814
"javascript",2012,4,58819501
".net",2012,4,54153965
"java",2012,4,37923861
"sql",2012,4,36195902
"php",2012,4,21852454
"c++",2012,4,11513331
"ruby-on-rails",2012,4,8090840
"azure",2012,4,369227
"aws",2012,4,15910
"javascript",2012,3,65931701
".net",2012,3,60155763
"java",2012,3,39615780
"sql",2012,3,36248683
"php",2012,3,23948074
"c++",2012,3,11309469
"ruby-on-rails",2012,3,8461665
"azure",2012,3,352937
"aws",2012,3,1290
"javascript",2012,2,63335237
".net",2012,2,56701591
"java",2012,2,35056013
"sql",2012,2,29630414
"php",2012,2,20127833
"c++",2012,2,11807726
"ruby-on-rails",2012,2,8243281
"azure",2012,2,363727
"aws",2012,2,1391
"javascript",2012,1,60393281
".net",2012,1,55738645
"java",2012,1,37598008
"sql",2012,1,33447972
"php",2012,1,20594355
"c++",2012,1,11571258
"ruby-on-rails",2012,1,7650932
"azure",2012,1,276335
"aws",2012,1,3660
"javascript",2011,12,52086674
".net",2011,12,44367654
"java",2011,12,31830428
"sql",2011,12,26954325
"php",2011,12,19331217
"c++",2011,12,10332848
"ruby-on-rails",2011,12,6748327
"azure",2011,12,399924
"aws",2011,12,1947
"javascript",2011,11,51704107
".net",2011,11,49159153
"java",2011,11,34660805
"sql",2011,11,28249181
"php",2011,11,18904791
"c++",2011,11,10531731
"ruby-on-rails",2011,11,7595098
"azure",2011,11,306466
"aws",2011,11,36442
"javascript",2011,10,50771839
".net",2011,10,48323593
"java",2011,10,34396338
"sql",2011,10,29761905
"php",2011,10,15922646
"c++",2011,10,11476949
"ruby-on-rails",2011,10,7535962
"azure",2011,10,248229
"aws",2011,10,715
"javascript",2011,9,54924412
".net",2011,9,52669021
"java",2011,9,35981778
"sql",2011,9,30900063
"php",2011,9,17020811
"c++",2011,9,9727107
"ruby-on-rails",2011,9,8466013
"azure",2011,9,207780
"javascript",2011,8,61744327
".net",2011,8,54741989
"java",2011,8,35345251
"sql",2011,8,33075403
"php",2011,8,18651340
"c++",2011,8,10362705
"ruby-on-rails",2011,8,9045225
"azure",2011,8,645538
"aws",2011,8,766
"javascript",2011,7,55929604
".net",2011,7,55238651
"java",2011,7,34337298
"sql",2011,7,30620524
"php",2011,7,20932083
"c++",2011,7,9714456
"ruby-on-rails",2011,7,8339699
"azure",2011,7,364575
"aws",2011,7,17393
".net",2011,6,65596682
"javascript",2011,6,58085085
"java",2011,6,34966864
"sql",2011,6,31937768
"php",2011,6,22988495
"c++",2011,6,11056559
"ruby-on-rails",2011,6,9007562
"azure",2011,6,341386
"aws",2011,6,173
".net",2011,5,68637296
"javascript",2011,5,63146981
"java",2011,5,43116045
"sql",2011,5,41641633
"php",2011,5,22898862
"c++",2011,5,10863476
"ruby-on-rails",2011,5,10434999
"azure",2011,5,342121
"aws",2011,5,1418
"javascript",2011,4,71598453
".net",2011,4,65787746
"java",2011,4,45248946
"sql",2011,4,35873163
"php",2011,4,23621202
"c++",2011,4,13305126
"ruby-on-rails",2011,4,8470924
"azure",2011,4,276452
"aws",2011,4,295
".net",2011,3,79860690
"javascript",2011,3,70838508
"sql",2011,3,48383681
"java",2011,3,46518099
"php",2011,3,27121392
"c++",2011,3,13035864
"ruby-on-rails",2011,3,11163158
"azure",2011,3,262127
"aws",2011,3,169
".net",2011,2,69921465
"javascript",2011,2,61719822
"java",2011,2,40525573
"sql",2011,2,38864659
"php",2011,2,20399606
"c++",2011,2,11844826
"ruby-on-rails",2011,2,9219844
"azure",2011,2,266241
".net",2011,1,67676001
"javascript",2011,1,62693139
"sql",2011,1,39142614
"java",2011,1,38970557
"php",2011,1,22048760
"c++",2011,1,13973389
"ruby-on-rails",2011,1,9563072
"azure",2011,1,132733
"aws",2011,1,5848
"javascript",2010,12,47131144
".net",2010,12,46656186
"java",2010,12,31874219
"sql",2010,12,28558485
"php",2010,12,21568699
"c++",2010,12,11045058
"ruby-on-rails",2010,12,7604882
"azure",2010,12,205959
"aws",2010,12,423
"javascript",2010,11,54056858
".net",2010,11,52403167
"java",2010,11,34171096
"sql",2010,11,28639285
"php",2010,11,18961454
"c++",2010,11,12298020
"ruby-on-rails",2010,11,7737419
"azure",2010,11,157210
"aws",2010,11,8394
".net",2010,10,46757071
"javascript",2010,10,41605128
"sql",2010,10,33240726
"java",2010,10,28786078
"php",2010,10,14426257
"c++",2010,10,9719151
"ruby-on-rails",2010,10,6937850
"azure",2010,10,97134
".net",2010,9,44647125
"javascript",2010,9,40102666
"java",2010,9,29821008
"sql",2010,9,27328832
"php",2010,9,17503684
"c++",2010,9,8381750
"ruby-on-rails",2010,9,5829711
"azure",2010,9,100400
"javascript",2010,8,48747996
".net",2010,8,46145056
"java",2010,8,31121957
"sql",2010,8,27308447
"php",2010,8,17153452
"c++",2010,8,9061910
"ruby-on-rails",2010,8,4444085
"azure",2010,8,81023
"aws",2010,8,3696
".net",2010,7,43173275
"javascript",2010,7,39777270
"java",2010,7,25998889
"sql",2010,7,24802550
"php",2010,7,14873524
"c++",2010,7,8411248
"ruby-on-rails",2010,7,3643291
"azure",2010,7,113551
".net",2010,6,42954508
"javascript",2010,6,37589932
"sql",2010,6,26361351
"java",2010,6,26150279
"php",2010,6,15562212
"c++",2010,6,9984488
"ruby-on-rails",2010,6,3261384
"azure",2010,6,146682
"aws",2010,6,2461
".net",2010,5,46354016
"javascript",2010,5,37294772
"java",2010,5,32809369
"sql",2010,5,22826924
"php",2010,5,14906127
"c++",2010,5,9445402
"ruby-on-rails",2010,5,3734214
"azure",2010,5,62767
".net",2010,4,45882109
"javascript",2010,4,37913746
"java",2010,4,33200273
"sql",2010,4,26607344
"php",2010,4,13732499
"c++",2010,4,10398492
"ruby-on-rails",2010,4,3354819
"azure",2010,4,178542
".net",2010,3,52894998
"javascript",2010,3,43870062
"java",2010,3,36276234
"sql",2010,3,31942348
"php",2010,3,17544433
"c++",2010,3,11252115
"ruby-on-rails",2010,3,3833591
"azure",2010,3,48528
".net",2010,2,47742383
"javascript",2010,2,39623126
"sql",2010,2,32130008
"java",2010,2,28784535
"php",2010,2,17187177
"c++",2010,2,11178267
"ruby-on-rails",2010,2,3041722
"azure",2010,2,68089
".net",2010,1,48968103
"javascript",2010,1,39494314
"java",2010,1,33832393
"sql",2010,1,30212871
"php",2010,1,17996464
"c++",2010,1,9338007
"ruby-on-rails",2010,1,4191441
"azure",2010,1,27077
"aws",2010,1,383
".net",2009,12,36512469
"javascript",2009,12,35610099
"sql",2009,12,27940975
"java",2009,12,21895243
"php",2009,12,13160573
"c++",2009,12,7946290
"ruby-on-rails",2009,12,2383277
"azure",2009,12,85317
"aws",2009,12,3393
".net",2009,11,40227095
"javascript",2009,11,32787207
"sql",2009,11,26859436
"java",2009,11,25092064
"php",2009,11,11751775
"c++",2009,11,7815184
"ruby-on-rails",2009,11,2432271
"azure",2009,11,22549
".net",2009,10,43362523
"sql",2009,10,38485883
"javascript",2009,10,37374690
"java",2009,10,22585942
"php",2009,10,12172800
"c++",2009,10,8947251
"ruby-on-rails",2009,10,2151923
"azure",2009,10,40891
".net",2009,9,44965133
"javascript",2009,9,34898198
"sql",2009,9,30388190
"java",2009,9,23028032
"php",2009,9,12936347
"c++",2009,9,8849019
"ruby-on-rails",2009,9,2481484
"azure",2009,9,14784
"aws",2009,9,743
".net",2009,8,54084390
"javascript",2009,8,50001464
"sql",2009,8,36548161
"java",2009,8,21648887
"php",2009,8,13442343
"c++",2009,8,7571322
"ruby-on-rails",2009,8,2711351
"azure",2009,8,21327
".net",2009,7,63553151
"javascript",2009,7,48745501
"sql",2009,7,36357062
"java",2009,7,29146505
"php",2009,7,11532975
"c++",2009,7,9509086
"ruby-on-rails",2009,7,2997188
"azure",2009,7,17528
"aws",2009,7,1299
".net",2009,6,56450452
"javascript",2009,6,49377470
"sql",2009,6,36285462
"java",2009,6,29541452
"php",2009,6,11321999
"c++",2009,6,10571056
"ruby-on-rails",2009,6,2548672
"azure",2009,6,44769
".net",2009,5,56547031
"javascript",2009,5,51036198
"sql",2009,5,32926930
"java",2009,5,26948156
"php",2009,5,10592979
"c++",2009,5,9990160
"ruby-on-rails",2009,5,2327294
"azure",2009,5,6140
".net",2009,4,53021139
"javascript",2009,4,32362751
"sql",2009,4,32203477
"java",2009,4,17869495
"php",2009,4,10095799
"c++",2009,4,7988142
"ruby-on-rails",2009,4,2150527
"azure",2009,4,14336
".net",2009,3,59189921
"sql",2009,3,37991891
"javascript",2009,3,30838101
"java",2009,3,20979315
"c++",2009,3,10292468
"php",2009,3,8393579
"ruby-on-rails",2009,3,2074557
"azure",2009,3,5265
"aws",2009,3,1224
".net",2009,2,54463502
"javascript",2009,2,44379428
"sql",2009,2,25516678
"java",2009,2,23575720
"c++",2009,2,9550934
"php",2009,2,8269073
"ruby-on-rails",2009,2,1339520
"azure",2009,2,47143
"aws",2009,2,2790
".net",2009,1,53306132
"javascript",2009,1,41417614
"sql",2009,1,32859671
"java",2009,1,19880379
"c++",2009,1,9050197
"php",2009,1,8111788
"ruby-on-rails",2009,1,1419377
"azure",2009,1,5304
".net",2008,12,42772844
"javascript",2008,12,25712553
"sql",2008,12,17652665
"java",2008,12,15190393
"c++",2008,12,10875321
"php",2008,12,7498460
"ruby-on-rails",2008,12,1200155
"azure",2008,12,16311
".net",2008,11,48683080
"javascript",2008,11,30351987
"java",2008,11,22898384
"sql",2008,11,20973949
"c++",2008,11,10103321
"php",2008,11,6403677
"ruby-on-rails",2008,11,891465
"azure",2008,11,12375
".net",2008,10,70864116
"javascript",2008,10,54613609
"sql",2008,10,47569708
"java",2008,10,26963704
"c++",2008,10,15687686
"php",2008,10,9881418
"ruby-on-rails",2008,10,1611565
"azure",2008,10,50196
"aws",2008,10,2681
".net",2008,9,73971667
"sql",2008,9,72507385
"javascript",2008,9,38696497
"java",2008,9,37310154
"c++",2008,9,21166612
"php",2008,9,12438275
"ruby-on-rails",2008,9,1851506
".net",2008,8,27082995
"sql",2008,8,21280630
"javascript",2008,8,9851946
"java",2008,8,7736358
"c++",2008,8,4927626
"php",2008,8,4089362
"ruby-on-rails",2008,8,431226
".net",2008,7,782062
